GN_LBX,,,
Weapon_Autocannon_LB2X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB2X_1-Defiance,Weapon,1,5
Weapon_Autocannon_LB2X_2-Defiance,Weapon,1,4
Weapon_Autocannon_LB5X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB5X_1-GM,Weapon,1,5
Weapon_Autocannon_LB5X_2-GM,Weapon,1,4
Weapon_Autocannon_LB10X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB10X_1-Western,Weapon,1,5
Weapon_Autocannon_LB10X_2-Western,Weapon,1,4
Weapon_Autocannon_LB20X_0-STOCK,Weapon,1,6
Weapon_Autocannon_LB20X_1-Shengli_Arms,Weapon,1,5
Weapon_Autocannon_LB20X_2-Shengli_Arms,Weapon,1,4
